Date,Forecast
2023-04-18,0.4437519907951355
2023-04-19,0.4157930016517639
2023-04-20,0.40073099732398987
2023-04-21,0.38293901085853577
2023-04-22,0.3961530029773712
2023-04-23,0.3889999985694885
2023-04-24,0.3839159905910492
2023-04-25,0.3949190080165863
2023-04-26,0.4014979898929596
2023-04-27,0.40984299778938293
2023-04-28,0.4049319922924042
2023-04-29,0.40278398990631104
2023-04-30,0.39735400676727295
2023-05-01,0.3868570029735565
2023-05-03,0.3908153513231553
2023-05-04,0.39280144549840973
2023-05-05,0.3951268547093711
2023-05-06,0.39745331687622293
2023-05-07,0.39950175481482614
2023-05-08,0.4012251803685681
2023-05-09,0.4027503431027652
2023-05-10,0.40424672504262255
2023-05-11,0.405874814215114
2023-05-12,0.40773924811185597
2023-05-13,0.4098928500200208
2023-05-14,0.41234816766397003
2023-05-15,0.41509962915211657
2023-05-16,0.4181395566810923
