Date,Forecast
2023-04-15,1.17289400100708
2023-04-16,1.1838619709014893
2023-04-17,1.1529539823532104
2023-04-18,1.171897053718567
2023-04-19,1.0855530500411987
2023-04-20,1.0471500158309937
2023-04-21,1.0126760005950928
2023-04-22,1.0253440141677856
2023-04-23,1.0036760568618774
2023-04-24,0.9899200201034546
2023-04-25,1.0058540105819702
2023-04-26,0.9861339926719666
2023-04-27,1.0125279426574707
2023-04-28,0.998852014541626
2023-04-29,1.0031019449234009
2023-04-30,0.984080970287323
2023-05-01,0.9601370096206665
2023-05-02,0.976993978023529
2023-05-03,1.0065560340881348
2023-05-05,1.0027026718877614
2023-05-06,1.0051689449236905
2023-05-07,1.007116922091384
2023-05-08,1.0088917343143369
2023-05-09,1.0103470221016673
2023-05-10,1.0115644864213689
2023-05-11,1.0125098711023752
2023-05-12,1.0132185456413123
2023-05-13,1.0136932505318657
2023-05-14,1.013958907138486
2023-05-15,1.0140327291871343
2023-05-16,1.0139384390762738
2023-05-17,1.013698046395815
2023-05-18,1.013335359184649
